Внешний код,Название,ID,Основной раздел,Источник данных
Ю00000021010,"Набор буров DeWalt DT9700-QZ (SDS-Plus, 4 шт.)",1096618,Наборы буров,Импорт 1С
Ю00000021051,Бензиновая газонокосилка DAEWOO DLM 5500SV,1096619,Бензиновые газонокосилки,Импорт 1С
О00000019534,"Ключ комбинированный трещоточный ДЕЛО ТЕХНИКИ 515015, 15 мм",1096620,Комбинированные ключи,Импорт 1С
О00000019630,Маска одноразовая защитная  на резинке  О00000019630,1096621,Маски,Импорт 1С
О00000020561,"Набор FISKARS 1060072, Скрепер-волокуша SnowXpert + Лопата для автомобиля Solid™",1096622,Движки для уборки снега,Импорт 1С
О00000021247,"Набор торсионных бит CUTOP Profi Plus 84-348, 2 шт.",1096623,Биты,Импорт 1С
О00000021248,"Набор бит CUTOP Profi 83-345, PZ2х50 мм, 2 шт.",1096624,Биты крестовые PZ,Импорт 1С
О00000021249,"Набор бит CUTOP Profi 83-344, PZ1х50 мм, 2 шт.",1096625,Биты крестовые PZ,Импорт 1С
О00000021250,"Набор бит CUTOP Profi 83-343, PH3х50 мм, 2 шт.",1096626,Биты,Импорт 1С
О00000021251,"Набор бит CUTOP Profi 83-342, PH1х50 мм, 2 шт.",1096627,Биты,Импорт 1С
О00000021252,"Набор бит CUTOP Profi 83-341, PH2х150 мм, 2 шт.",1096628,Биты,Импорт 1С
О00000021253,"Набор бит CUTOP Profi 83-339, PH2х70 мм, 2 шт.",1096629,Биты,Импорт 1С
О00000021254,"Набор бит CUTOP Profi 83-338, PH2х50 мм, 2 шт.",1096630,Биты,Импорт 1С
О00000021255,"Набор бит CUTOP Profi 83-337, PH2х25 мм, 2 шт.",1096631,Биты,Импорт 1С
О00000021271,Торцовочная пила Metabo KS 216 M LASERCUT 619216950,1096632,Торцовочные пилы,Импорт 1С
О00000021437,"Набор инструментов универсальный BERGER BG095-1214, 95 предметов + Подарок набор шарнирно-губцевого инструмента BG1295, 3 предмета",1096633,Наборы бит и головок,Импорт 1С
О00000021232,"Кельма штукатура ""Сердечко"" РемоКолор 28-3-055, 190 х150 мм",1096634,Шпатели,Импорт 1С
О00000021233,"Кельма каменщика ""Треугольник"" РемоКолор 28-1-054",1096635,Шпатели,Импорт 1С
О00000020924,Скрепер-движок на колесиках 820х450 мм,1096636,Движки для уборки снега,Импорт 1С
О00000020927,"Ледоруб Б3 кованый  (с топором), с металлическим черенком",1096637,Ледорубы,Импорт 1С
О00000021238,"Шпатель фасадный прямой РемоКолор 12-1-024, 250мм",1096638,Шпатели,Импорт 1С
О00000021132,Прочные перчатки х/б с полным ПВХ покрытием РосМарка Гранат Р3301,1096639,Перчатки трикотажные (хлопчатобумажные),Импорт 1С
О00000021236,"Шпатель фасадный прямой РемоКолор 12-1-035, 350 мм",1096640,Шпатели,Импорт 1С
Х1308314,"Лопата тротуарная снеговая оцинкованная 500х330 мм,  деревянный  черенок, V-ручка",1096641,Лопаты для уборки снега,Импорт 1С
О00000020921,"Лопата для снега РосИн Метелица 430x440 мм, деревянный черенок",1096642,Лопаты для уборки снега,Импорт 1С
О00000020922,Лопата снеговая Ледок 500x375 мм,1096643,Лопаты для уборки снега,Импорт 1С
О00000020923,"Движок снеговой оцинкованный формованный 750х430 мм, 0.8 мм",1096644,Движки для уборки снега,Импорт 1С
О00000020925,"Скрепер для уборки снега Инструм-Агро ""Пилатус"" 700х465 мм",1096645,Движки для уборки снега,Импорт 1С
О00000021234,"Шпатель фасадный зубчатый РемоКолор 12-1-106, 150 мм, зуб 6х6 мм",1096646,Шпатели,Импорт 1С
О00000021235,"Шпатель фасадный прямой РемоКолор 12-1-060, 600 мм",1096647,Шпатели,Импорт 1С
О00000021237,"Шпатель фасадный прямой РемоКолор 12-1-030, 300 мм",1096648,Шпатели,Импорт 1С
О00000021239,"Шпатель фасадный прямой РемоКолор 12-1-020, 200мм",1096649,Шпатели,Импорт 1С
О00000021240,"Шпатель фасадный прямой РемоКолор 12-1-014, 150 мм",1096650,Шпатели,Импорт 1С
О00000021241,Стальная проволочная щетка РемоКолор 11-1-006,1096651,Щетки ручные,Импорт 1С
О00000021242,Стальная проволочная щетка РемоКолор 11-1-005,1096652,Щетки ручные,Импорт 1С
О00000021243,Стальная проволочная щетка РемоКолор 11-1-004,1096653,Щетки ручные,Импорт 1С
О00000021343,"Клей COSMOFEN CA 12, флакончик 20 гр",1096654,Клей,Импорт 1С
О00000021344,"Супер-клей гель для одежды Ultima, вес упаковки 3 г",1096655,Клей,Импорт 1С
О00000021345,"Супер-клей для книг Ultima в металл. упаковке, вес 3 г",1096656,Клей,Импорт 1С
О00000021346,"Герметик Ремонт на 100% акриловый, белый, 260ml",1096657,Герметики,Импорт 1С
О00000021347,"Герметик Ultima акриловый, белый, 280ml",1096658,Герметики,Импорт 1С
О00000021348,"Герметик Ремонт на 100% U силиконовый универсальный, белый, 260 ml",1096659,Герметики,Импорт 1С
О00000021349,"Герметик Ремонт на 100% U силиконовый универсальный, бесцветный, 260 ml",1096660,Герметики,Импорт 1С
О00000021350,"Герметик Ремонт на 100% S силиконовый санитарный, белый, 260 ml",1096661,Герметики,Импорт 1С
О00000021351,"Герметик Ремонт на 100% S силиконовый санитарный, бесцветный, 260 ml",1096662,Герметики,Импорт 1С
О00000021352,"Герметик Ultima U силиконовый универсальный бесцветный, 280 ml",1096663,Герметики,Импорт 1С
О00000021353,"Герметик Ultima U силиконовый универсальный белый, 280 ml",1096664,Герметики,Импорт 1С
О00000021354,"Герметик Ultima S силиконовый санитарный бесцветный, 280 ml",1096665,Герметики,Импорт 1С
О00000021355,"Герметик Ultima S силиконовый, санитарный, белый, 280 ml",1096666,Герметики,Импорт 1С
О00000021356,"Очиститель монтажной пены ULTIMA RUS, 500 ml",1096667,Очистители,Импорт 1С
О00000021357,"Пена монтажная бытовая Ремонт на 100% строительная, объем баллона: 600 мл",1096668,Пена монтажная,Импорт 1С
О00000021358,"Пена монтажная Ultima, объем баллона: 700 мл, снаружи помещения, вес: 600 гр",1096669,Пена монтажная,Импорт 1С
О00000021359,"Пена монтажная пистолетная Ремонт на 100%, для заполнения швов: бетон, дерево, кирпич, вес: 700 гр",1096670,Пена монтажная,Импорт 1С
О00000021360,"Пена монтажная огнестойкая профессиональная Ultima pro 65, 820 мл",1096671,Пена монтажная,Импорт 1С
О00000021361,"Пена профессиональная монтажная Sila Pro TopGun 65 winter, для швов",1096672,Пена монтажная,Импорт 1С
О00000021427,Аккумуляторная дрель-шуруповерт Metabo BS 18 LTX BL I,1096673,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021535,Компрессор автомобильный Kolner KCO 12/19,1096674,Компрессоры автомобильные,Импорт 1С
О00000021553,Генератор бензиновый kolner kgeg 3000 M,1096675,Бензиновые генераторы,Импорт 1С
О00000021554,Генератор бензиновый Kolner KGEG 3000 ЕM,1096676,Бензиновые генераторы,Импорт 1С
О00000021561,Компрессор масляный коаксиальный Kolner KAC 50LM,1096677,Компрессоры воздушные,Импорт 1С
О00000021602,"Промышленный пылесос Kolner KVC 1300, электрический, диаметр шланга 55 мм",1096678,Промышленные пылесосы,Импорт 1С
О00000021603,Строительный пылесос Kolner KVC 1700 S для электроинструмента,1096679,Промышленные пылесосы,Импорт 1С
О00000021604,Промышленный пылесос Kolner KVC 1800DS,1096680,Промышленные пылесосы,Импорт 1С
О00000021608,"Набор ручного инструмента в пластиковом кейсе Kolner KTS 39, 39 предметов",1096681,Наборы ручного инструмента,Импорт 1С
О00000021616,"Аккумуляторная дрель-шуруповерт Ставр ДА-14,4ЛК",1096682,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021618,Аккумуляторная дрель-шуруповерт Ставр ДА-18ЛК,1096683,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021632,Пила сабельная Ставр ПС-800,1096684,Сабельные пилы,Импорт 1С
О00000021633,Фрезерная машинка вертикальная Ставр МФ-12/1800 с регулировкой,1096685,Фрезеры,Импорт 1С
О00000021638,Машина шлифовальная эксцентриковая СТАВР МШЭ-550,1096686,Эксцентриковые шлифовальные машины,Импорт 1С
О00000021646,"Дрель-миксер Ставр МС-120/1200-2С, обороты: 700 об/мин, мощность: 1200 вт, вес: 8.6 кг",1096687,Строительные дрели-миксеры,Импорт 1С
О00000021647,"Дрель-миксер СТАВР МСД-100/1600-2С, 1600 Вт",1096688,Строительные дрели-миксеры,Импорт 1С
О00000021649,Молоток отбойный электрический Ставр МОЭ-1800М,1096689,Молотки отбойные,Импорт 1С
О00000021659,Рубанок электрический Ставр РЭ-110/1500СТ,1096690,Электрические рубанки,Импорт 1С
О00000021663,Краскопульт электрический Ставр КЭ-800,1096691,Электрические краскопульты,Импорт 1С
О00000021667,Фен технический электрический Ставр ФТЭ-2000М,1096692,Строительные фены,Импорт 1С
О00000021670,Электрическая цепная пила Ставр ПЦЭ-40/2400М,1096693,Электрические цепные пилы,Импорт 1С
О00000021676,"Сварочный аппарат универсальный Ставр САУ-200М, полуавтомат, дуговая",1096694,Mig/mag сварочные полуавтоматы,Импорт 1С
О00000021692,Плиткорез электрический стационарный Ставр ПЭС-180/600,1096695,Плиткорезы,Импорт 1С
О00000021693,Cтанок cверлильный Ставр СС-13/400,1096696,Сверлильные станки,Импорт 1С
О00000021619,"Дрель-миксер Ставр ДМ-16/1300, 1300 Вт",1096697,Строительные дрели-миксеры,Импорт 1С
О00000021626,"Дрель ударная Ставр ДУ-16/1200МР-2С, 1200 Вт",1096698,Ударные дрели,Импорт 1С
О00000021631,Ножовка электрическая Ставр НЭ-550,1096699,Сабельные пилы,Импорт 1С
О00000021609,"Набор ручного инструмента Kolner KTS 51, пластиковый кейс, 51 предмет",1096700,Наборы ручного инструмента,Импорт 1С
О00000021708,Дровокол ручной Kolundrov Стандартный с патиной,1096701,Дровоколы,Импорт 1С
О00000021710,Щепокол-рычаг Kolundrov Премиум,1096702,Дровоколы,Импорт 1С
О00000021551,Отвертка аккумуляторная Kolner KCSD 4.8М,1096703,Аккумуляторные отвертки,Импорт 1С
О00000021423,Снегоуборщик бензиновый Master СМБ-6.5/570,1096704,Снегоуборщики бензиновые,Импорт 1С
О00000021705,Дровокол Kolundrov X4,1096705,Дровоколы,Импорт 1С
О00000021552,Аппарат для сварки пластиковых труб Kolner KPWM 800МC,1096706,Аппараты для сварки пластиковых труб,Импорт 1С
О00000021714,Щепокол-клин Kolundrov Колкий,1096707,Дровоколы,Импорт 1С
О00000021606,Фен технический Kolner KHG 1800,1096708,Строительные фены,Импорт 1С
О00000021675,Аппарат сварочный универсальный инверторный Ставр САУ-180М,1096709,Mma сварочные аппараты дуговой сварки электродами,Импорт 1С
О00000021624,"Дрель ударная Ставр ДУ-13/850М, 850 Вт",1096710,Ударные дрели,Импорт 1С
О00000021605,Электрический триммер Kolner KET 600,1096711,Электрические триммеры,Импорт 1С
О00000021614,Аккумуляторная дрель-шуруповерт Ставр ДА-10.8/2ЛМ,1096712,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021600,Cтанок заточной Kolner KBG 200/370 М кн200-370мбг,1096713,Для ножей,Импорт 1С
О00000021661,Электрический рубанок Ставр РЭ-82/900,1096714,Электрические рубанки,Импорт 1С
О00000021545,Аккумуляторная дрель-шуруповерт Kolner KCD 18/2-2L,1096715,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021641,Машина шлифовальная угловая Ставр МШУ-125/900,1096716,Угловые шлифовальные машины,Импорт 1С
О00000021571,Многофункциональный инструмент Kolner КМТ 350V,1096717,Реноваторы,Импорт 1С
О00000021574,Машина шлифовальная угловая Kolner KAG 125/750,1096718,Угловые шлифовальные машины,Импорт 1С
О00000021613,"Набор ручного инструмента Kolner KTS 123, пластиковый кейс, 123 предмета",1096719,Наборы бит и головок,Импорт 1С
О00000021636,Машина плоскошлифовальная Ставр МПШ-300,1096720,Вибрационные шлифовальные машины,Импорт 1С
О00000021564,Лобзик электрический Kolner KJS 800V,1096721,Электрические лобзики,Импорт 1С
О00000021683,"Стационарная дисковая пила Ставр ПДС-250/2000М, мощность 2000 вт",1096722,Комбинированные пилы,Импорт 1С
О00000021541,"Аккумуляторная дрель-шуруповерт Kolner KCD, 14.4М",1096723,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021591,"Пила дисковая электрическая для дома Kolner KCS 210/2000, глубина пропила 73 мм",1096724,Циркулярные пилы,Импорт 1С
О00000021597,Аппарат инверторный сварочный Kolner KIWM 180 i кн180и,1096725,Сварочные инверторы 220 В,Импорт 1С
О00000021637,Машина плоскошлифовальная Ставр МПШ-350,1096726,Вибрационные шлифовальные машины,Импорт 1С
О00000021594,Электрический рубанок Kolner KEP 480,1096727,Электрические рубанки,Импорт 1С
О00000021664,Машина гравировальная Ставр МГ-200 ВГ,1096728,Граверы (мини дрели),Импорт 1С
О00000021563,Лобзик электрический Kolner KJS 550,1096729,Электрические лобзики,Импорт 1С
О00000021567,Машина шлифовальная эксцентриковая Kolner KRS 430,1096730,Эксцентриковые шлифовальные машины,Импорт 1С
О00000021558,"Дрель ударная Kolner KID 700V, 700 Вт",1096731,Ударные дрели,Импорт 1С
О00000021687,Cтанок деревообрабатывающий строгально-рейсмусовый Ставр СДСР-2/1700 ст2-1700сдср,1096732,Фуговально-рейсмусовые станки,Импорт 1С
О00000021669,Бензопила Ставр ПЦБ-50/2400М,1096733,Бензопилы,Импорт 1С
О00000021577,Шлифмашина угловая Kolner KAG 180-1600M,1096734,Угловые шлифовальные машины,Импорт 1С
О00000021584,"Перфоратор SDS-Plus Kolner KRH 820H, 820 Вт, 2,5 Дж",1096735,Перфораторы,Импорт 1С
О00000021652,"Перфоратор SDS-Plus Ставр ПЭГ-680М, 680 Вт, 2,2 Дж",1096736,Перфораторы,Импорт 1С
О00000021688,Заточной электрический станок Ставр СЗЭ-125/150М,1096737,Для ножей,Импорт 1С
О00000021557,"Дрель ударная Kolner KID 600V, 600 Вт",1096738,Ударные дрели,Импорт 1С
О00000021583,"Перфоратор SDS-Plus Kolner KRH 680H, 680 Вт, 2,2 Дж",1096739,Перфораторы,Импорт 1С
О00000021712,Щепокол-рычаг Kolundrov Походный,1096740,Дровоколы,Импорт 1С
О00000021548,Аккумуляторная дрель-шуруповерт Kolner KCD 18/2С,1096741,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021547,Аккумуляторная дрель-шуруповерт Kolner KCD 18/2LС,1096742,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000016313,"Маска сварщика Aurora A777 CARBON 6756, степень затемнения: 9-13 DIN, внешняя",1096743,Сварочные шлемы,Импорт 1С
О00000021709,Ручной мини-дровокол Kolundrov Стандартный,1096744,Дровоколы,Импорт 1С
О00000021617,Аккумуляторная дрель-шуруповерт Ставр ДА-18Л,1096745,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021623,"Дрель ударная Ставр ДУ-13/750БК ст13-750бк, 750 Вт",1096746,Ударные дрели,Импорт 1С
О00000021612,"Набор ручного инструмента Kolner KTS 107, 107 предметов",1096747,Наборы автоинструмента,Импорт 1С
О00000021657,"Дисковая пила отрезная Ставр ПДЭ-210/1800, 5500 оборотов в мин",1096748,Циркулярные пилы,Импорт 1С
О00000019481,"Набор бит ударных DEWALT DT7995T, IMPACT Torsion Ph3х25мм, 5 шт.",1096749,Биты крестовые PH,Импорт 1С
О00000021599,Заточной шлифовальный станок Kolner KBG 150/250 кн150-250кбг,1096750,Для ножей,Импорт 1С
О00000021573,Шлифмашина угловая Kolner KAG 125/1000M,1096751,Угловые шлифовальные машины,Импорт 1С
О00000021681,Компрессор автомобильный Ставр КА-12/7,1096752,Компрессоры автомобильные,Импорт 1С
О00000021642,Машина шлифовальная угловая Ставр МШУ-125/900Э,1096753,Угловые шлифовальные машины,Импорт 1С
О00000021643,Машина шлифовальная угловая Ставр МШУ-150/1300,1096754,Угловые шлифовальные машины,Импорт 1С
О00000021542,"Аккумуляторная дрель-шуруповерт Kolner KCD 14,4МА",1096755,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021570,Машина шлифовальная ленточная Kolner KВS 533х76VM,1096756,Ленточные шлифовальные машины,Импорт 1С
О00000021690,Станок заточной электрический Ставр СЗЭ-200/450П,1096757,Для ножей,Импорт 1С
О00000021593,Электрический краскопульт Kolner KSG 80,1096758,Электрические краскопульты,Импорт 1С
О00000021639,Машина шлифовальная угловая Ставр МШУ-115/750,1096759,Угловые шлифовальные машины,Импорт 1С
О00000021559,Дрель ударная Kolner KID 700VQ,1096760,Ударные дрели,Импорт 1С
О00000021684,Пила торцовочная СТАВР ПТ-210/1400М,1096761,Торцовочные пилы,Импорт 1С
О00000021671,Сварочный аппарат инверторный Ставр САИ-180,1096762,Mma сварочные аппараты дуговой сварки электродами,Импорт 1С
О00000021565,Лобзик электрический Kolner KJS 850VL,1096763,Электрические лобзики,Импорт 1С
О00000021587,Пила дисковая электрическая Kolner KCS 160/1300,1096764,Циркулярные пилы,Импорт 1С
О00000021590,"Пила дисковая электрическая для дома Kolner KCS 190/1900T, 6000 оборотов в мин",1096765,Циркулярные пилы,Импорт 1С
О00000021665,Машина гравировальная СТАВР МГ-220ВГ,1096766,Граверы (мини дрели),Импорт 1С
О00000021666,"Пистолет клеевой нагревательный Ставр ПК-11/200, 200 Вт, время нагрева 1 мин",1096767,Клеевые термопистолеты,Импорт 1С
О00000002784,"Сверло по металлу ПрофОснастка Эксперт №548 30203068, 6.1 мм",1096768,Сверла по металлу,Импорт 1С
О00000021689,Заточной электрический станок Ставр СЗЭ-150/250 М ст150-250мсзэ,1096769,Для ножей,Импорт 1С
О00000021580,"Дрель-миксер Kolner KEM 120/1400V, 1400 Вт",1096770,Строительные дрели-миксеры,Импорт 1С
О00000021629,"Дрель-шуруповерт сетевая Ставр ДШС-10/450-2с, макс мощность: 450 вт, обороты: 1200 об/мин",1096771,Сетевые шуруповерты,Импорт 1С
О00000021653,"Перфоратор SDS-Plus Ставр ПЭГ-780, 780 Вт, 3 Дж",1096772,Перфораторы,Импорт 1С
О00000021549,Аккумуляторная дрель-шуруповерт Kolner KCD 18МС,1096773,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021628,"Дрель-шуруповерт сетевая Ставр ДШС-10/450, макс мощность: 450 вт, обороты: 750 об/мин",1096774,Сетевые шуруповерты,Импорт 1С
О00000021625,"Дрель ударная Ставр ДУ-13/900Р, 900 Вт",1096775,Ударные дрели,Импорт 1С
О00000021707,Дровокол Kolundrov Эконом,1096776,Дровоколы,Импорт 1С
О00000021711,Щепокол-рычаг Kolundrov Эконом,1096777,Дровоколы,Импорт 1С
О00000021536,Аккумуляторная дрель-шуруповерт Kolner KCD 12L,1096778,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021566,"Фрезерная вертикальная машина электрическая KOLNER KER, 1200 вт",1096779,Фрезеры,Импорт 1С
О00000021538,"Аккумуляторная дрель-шуруповерт Kolner KCD 14,4/2-2L",1096780,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021622,"Дрель ударная Ставр ДУ-13/750, 750 Вт",1096781,Ударные дрели,Импорт 1С
О00000021691,Бытовой станок заточной электрический c гибким валом Ставр СЗЭ-75/150ВГ,1096782,С гравером,Импорт 1С
О00000021611,"Набор ручного инструмента Kolner KTS 82, 82 предмета",1096783,Наборы бит и головок,Импорт 1С
О00000021713,Щепокол-рычаг Kolundrov Стандартный,1096784,Дровоколы,Импорт 1С
О00000021598,Станок заточной Kolner KBG 125/150 М кн125-150мбг,1096785,Для ножей,Импорт 1С
О00000021658,"Выгодная дисковая пила Ставр ПДЭ-235/2100, 4400 оборотов в мин",1096786,Циркулярные пилы,Импорт 1С
О00000021621,"Дрель ударная Ставр ДУ-13/650, 650 Вт",1096787,Ударные дрели,Импорт 1С
О00000021544,"Аккумуляторная дрель-шуруповерт Kolner KCD 16,8С",1096788,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021678,"Маска-сварщика Ставр МС-2/13Р, регулировка степени затемнения экрана: 4-13 DIN",1096789,Сварочные шлемы,Импорт 1С
О00000021634,"Ручная вертикальная фрезерная машина Ставр МФ-8/1200, 1200 вт",1096790,Фрезеры,Импорт 1С
О00000021635,Машина шлифовальная ленточная Ставр ЛШМ-1100СТ,1096791,Ленточные шлифовальные машины,Импорт 1С
О00000021543,Дрель-шуруповерт аккумуляторная Kolner KCD 14.4МС,1096792,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021572,Шлифмашина угловая Kolner KAG 115/500M,1096793,Угловые шлифовальные машины,Импорт 1С
О00000021569,Шлифмашина ленточная Kolner KВS 457х76VM,1096794,Ленточные шлифовальные машины,Импорт 1С
О00000021596,Электрический рубанок Kolner KEP 900M,1096795,Электрические рубанки,Импорт 1С
О00000021648,Молоток электрический отбойный Ставр МОЭ-1300,1096796,Молотки отбойные,Импорт 1С
О00000021677,Маска-сварщика Ставр МС-1/12,1096797,Сварочные шлемы,Импорт 1С
О00000021579,"Машина полировальная угловая Kolner KPM 180/1400V, сетевая",1096798,Полировальные машины,Импорт 1С
О00000021589,Пила дисковая электрическая Kolner KCS 185/1500,1096799,Циркулярные пилы,Импорт 1С
О00000021685,Пила торцевая СТАВР ПТ-210/1800,1096800,Торцовочные пилы,Импорт 1С
О00000021560,"Пистолет клеевой плиточный Kolner KGG 11/70, 70 Вт, время нагрева 1.5 мин",1096801,Клеевые термопистолеты,Импорт 1С
О00000021576,Шлифмашина угловая Kolner KAG 150/1400 кн150-1400аг,1096802,Угловые шлифовальные машины,Импорт 1С
О00000021586,"Перфоратор SDS-Plus Kolner KRH 950C, 950 Вт, 5 Дж",1096803,Перфораторы,Импорт 1С
О00000021686,Пила торцевая СТАВР ПТ-255/2200Л,1096804,Торцовочные пилы,Импорт 1С
О00000021655,Электрическая дисковая пила Ставр ПДЭ-165/1300,1096805,Циркулярные пилы,Импорт 1С
О00000021555,"Дрель-шуруповерт сетевая Kolner KED 240V, макс мощность: 240 вт, 800 об/мин",1096806,Сетевые шуруповерты,Импорт 1С
О00000002783,"Сверло по металлу ПрофОснастка 30203046 Эксперт №526, 3.9 мм",1096807,Сверла по металлу,Импорт 1С
О00000021672,Сварочный аппарат инверторный Ставр САИ-220Э,1096808,Mma сварочные аппараты дуговой сварки электродами,Импорт 1С
О00000021654,"Перфоратор SDS-Plus Ставр ПЭГ-800М, 800 Вт, 3 Дж",1096809,Перфораторы,Импорт 1С
О00000021627,"Дрель-шуруповерт сетевая Ставр ДШС-10/300, макс мощность: 300 вт, 750 об/мин",1096810,Сетевые шуруповерты,Импорт 1С
О00000021620,"Дрель электрическая Ставр ДЭ-10/600Б, 600 Вт",1096811,Сетевые дрели,Импорт 1С
О00000021546,Аккумуляторная дрель-шуруповерт Kolner KCD 18/2L,1096812,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021630,Лобзик электрический Ставр ЛЭ-110/950,1096813,Электрические лобзики,Импорт 1С
О00000021537,Аккумуляторная дрель-шуруповерт Kolner KCD 12М,1096814,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021550,Отвертка аккумуляторная Kolner  KCSD 3.6L,1096815,Аккумуляторные отвертки,Импорт 1С
О00000021607,Фен технический Kolner KHG 2200,1096816,Строительные фены,Импорт 1С
О00000021706,Дровокол Kolundrov X4 cross,1096817,Дровоколы,Импорт 1С
О00000021601,Степлер электрический Kolner KES 650,1096818,Электрические степлеры,Импорт 1С
О00000021539,"Аккумуляторная дрель-шуруповерт Kolner KCD 14,4/2L",1096819,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021610,"Набор ручного инструмента Kolner KTS 59, 59 предметов",1096820,Наборы ручного инструмента,Импорт 1С
О00000021660,Электрический рубанок Ставр РЭ-82/850,1096821,Электрические рубанки,Импорт 1С
О00000021615,Аккумуляторная дрель-шуруповерт Ставр ДА-14.4Л,1096822,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021595,Электрический рубанок Kolner KEP 710M,1096823,Электрические рубанки,Импорт 1С
О00000021680,Аппарат для сварки пластиковых труб Ставр АСПТ- 900М,1096824,Аппараты для сварки пластиковых труб,Импорт 1С
О00000021644,Машина шлифовальная угловая Ставр МШУ-180/1700Р,1096825,Угловые шлифовальные машины,Импорт 1С
О00000021540,"Аккумуляторная дрель-шуруповерт Kolner KCD 14,4/2LС",1096826,Аккумуляторные дрели-шуруповерты,Импорт 1С
О00000021592,Пила торцовочная Kolner KМS 210/1400,1096827,Торцовочные пилы,Импорт 1С
О00000021645,Машина шлифовальная угловая Ставр МШУ-230/2400Р,1096828,Угловые шлифовальные машины,Импорт 1С
О00000021674,Сварочный аппарат инверторный Ставр САИ-320ЭУ,1096829,Mma сварочные аппараты дуговой сварки электродами,Импорт 1С
О00000021679,Аппарат для сварки пластиковых труб Ставр АСПТ-2000,1096830,Аппараты для сварки пластиковых труб,Импорт 1С
О00000021640,Машина шлифовальная угловая Ставр МШУ-125/1100,1096831,Угловые шлифовальные машины,Импорт 1С
О00000021433,"Рукавицы для защиты рук Сибртех 68116, огнеупорные, утепленные",1096832,Рукавицы рабочие,Импорт 1С
О00000021562,Лобзик электрический Kolner KJS 480,1096833,Электрические лобзики,Импорт 1С
О00000021568,Машина шлифовальная эксцентриковая Kolner KRS 500V,1096834,Эксцентриковые шлифовальные машины,Импорт 1С
О00000021668,Бензопила Ставр ПЦБ-45/2200М,1096835,Бензопилы,Импорт 1С
О00000021588,"Пила дисковая электрическая для дома Kolner KCS 165/1400, глубина пропила 55 мм",1096836,Циркулярные пилы,Импорт 1С
О00000021662,Электрический рубанок Ставр РЭ-82/950СТ,1096837,Электрические рубанки,Импорт 1С
О00000021682,Компрессор автомобильный Ставр КА-12Ф,1096838,Компрессоры автомобильные,Импорт 1С
О00000021575,Шлифмашина угловая Kolner KAG 125/950,1096839,Угловые шлифовальные машины,Импорт 1С
О00000021581,"Перфоратор SDS-Plus Kolner KRH 1250MC, 1250 Вт, 6,8 Дж",1096840,Перфораторы,Импорт 1С
О00000021585,"Перфоратор SDS-Plus Kolner KRH 900C, 900 Вт, 4,5 Дж",1096841,Перфораторы,Импорт 1С
О00000021650,"Перфоратор SDS-Max Ставр ПЭВМ-1800, 1800 Вт, 14 Дж",1096842,Перфораторы,Импорт 1С
О00000021656,Пила дисковая электрическая Ставр ПДЭ-200/1900СТ,1096843,Циркулярные пилы,Импорт 1С
О00000021556,"Дрель ударная Kolner KID 1000V, 1000 Вт",1096844,Ударные дрели,Импорт 1С
О00000021578,Шлифмашина угловая Kolner KAG 230/2200,1096845,Угловые шлифовальные машины,Импорт 1С
О00000021582,"Перфоратор SDS-Plus Kolner KRH 520H, 520 Вт, 1,5 Дж",1096846,Перфораторы,Импорт 1С
О00000021651,"Перфоратор SDS-Plus Ставр ПЭГ-1000, 1000 Вт, 4,5 Дж",1096847,Перфораторы,Импорт 1С
О00000021673,Сварочный аппарат инверторный Ставр САИ-280НЭ,1096848,Mma сварочные аппараты дуговой сварки электродами,Импорт 1С
О00000014849,"Триммерная головка ""Tap&Go"" 2.4 мм Oleo-Mac 6145-9100",1096993,Головки триммерные,Импорт 1С
О00000016382,Теплоноситель WARME ECO АВТ-ЭКО-30 (44 кг),1096994,Теплоносители,Импорт 1С
О00000019262,"Леска для триммера STIHL 00009302344-53, 3 мм",1096995,Леска для триммеров,Импорт 1С
О00000007699,Смазка для буров Gazpromneft  (100 г.),1097031,Смазки,Импорт 1С
X10191599,Счетчик холодной воды ВСХН- 80,1097121,Счетчики для воды,Импорт 1С
О00000016705,Лестница телескопическая Алюмет 4.4 м TLS 4.4,1097122,Лестницы,Импорт 1С
