Внешний код,Название,ID,Основной раздел,Источник данных
X16970127,Прокладка резиновая THERMEX ER/ES M66466,695711,Прокладки и уплотнения,Импорт 1С
X16912758124,Вентиль TEBO для радиаторов прямой 20*1/2 015060401-02,695712,Для радиаторов отопления,Импорт 1С
X428900064,Муфта FUSITEK раз. НР 25Х3/4 (FT05702),695713,Полипропиленовые муфты и переходники,Импорт 1С
X16913202115,"Муфта TEBO комб.разъем.НР 25*1""M п/п 015020906",695714,Полипропиленовые муфты и переходники,Импорт 1С
X16913263,Фланец стальной TEBO 63 PN10/сталь Ду 50 (уп.3шт),695715,Стальные фланцы,Импорт 1С
X1691450213,Крючки FRAP F1505-2,695716,Для мебели и ванных комнат,Импорт 1С
X16914502132,"Держатель полотенца ""кольцо"" FRAP F1704",695717,Для мебели и ванных комнат,Импорт 1С
X699437163,"Труба  медная 1/2"" (бухта 15м) 12,70",695718,Для кондиционеров,Импорт 1С
Х13056622,"Лезвия для канцелярских ножей с отламывающимися сегментами STANLEY 011300, 9мм, 10 шт упаков.",695720,Лезвия для канцелярского ножа,Импорт 1С
X1691310155,Муфта ALTSTREAM 26*3/4F ВР м/п(уп.25 шт) 002020406,695721,Муфты обжимные для труб,Импорт 1С
720888,Сварочная проволока омедненная ESAB 0.8мм (15кг) OK Autrod 12.51,695722,Сварочная проволока,Импорт 1С
X16914818,"Кран ДЖИЛЕКС шаровой 32х1""П (9366)",695723,Арматура запорная и регулирующая,Импорт 1С
X16913254,"Фильтр грубой очистки полипропиленовый TEBO 030070112, п/п, 25 мм, ВН/НР",695724,Пластиковые фитинг-фильтры и полифосфатные,Импорт 1С
X1130152,Кронштейн Ballu для климатического оборудования,695725,Для кондиционеров,Импорт 1С
X13171545,Полотно универсальное ИНТЕРСКОЛ 152х130х4.0 мм (2 шт.) 2212913000401,695726,Пилки,Импорт 1С
Х130420,Губка MATRIX полировальная 100х70х25мм 75710,695727,Щетки ручные,Импорт 1С
Х12403356,Шлиф круг Jet 300мм 100G д/JSD-12 31A,695728,Шлифовальные круги и диски для станков,Импорт 1С
71608,Сварочный кабель  КГ-35 (10 м),695729,Кабели,Импорт 1С
77777X2791024,Выключатель EKF автомат.ВА 47-63 10А/2П,695730,Автоматические выключатели,Импорт 1С
77777X2791008,Выключатель EKF автомат.ВА 47-63 16А/2П,695731,Автоматические выключатели,Импорт 1С
77777X2791043,Выключатель EKF автомат.ВА 47-63 20А/2П,695732,Автоматические выключатели,Импорт 1С
77777X2791009,Выключатель EKF автомат.ВА 47-63 25А/2П,695733,Автоматические выключатели,Импорт 1С
77777X2791010,Выключатель EKF автомат.ВА 47-63 32А/2П,695734,Автоматические выключатели,Импорт 1С
X6991453047816,"Гофрированный воздуховод ЭРА 12,5ВА, 125 мм",695735,Гофрированные (гибкие) воздуховоды,Импорт 1С
X169800513,Труба ВОДПОЛИМЕР 110*1000 рыжая,695736,Канализационные трубы,Импорт 1С
X1692546105,"Муфта ALTSTREAM вн/вн 1 1/4""(в уп.16 шт) 003020104",695737,Муфты и переходники,Импорт 1С
X1691385641,"Ниппель ALTSTREAM перех. 1 1/2""х1""(уп.20шт) 003060209",695738,Бочонки латунные,Импорт 1С
X1691310143,Муфта ALTSTREAM 20*20 м/п(уп.25 шт) 002020102,695739,Полипропиленовые муфты и переходники,Импорт 1С
X428900061,Муфта FUSITEK НР 32Х1 (FT04308),695740,Полипропиленовые муфты и переходники,Импорт 1С
X1691320262,"Муфта TEBO комб.разъем.ВР 32*3/4""F 015020807",695741,Полипропиленовые муфты и переходники,Импорт 1С
X1698203116,Лейка с режимом FRAP F16-1,695742,Для душевых кабин,Импорт 1С
X1881433105,Емкость для приготовления топливной смеси Champion С1010 1л,695743,Канистры,Импорт 1С
720346,Сварочная проволока омедненная Askaynak СВ08Г2с 1.2мм(15кг),695745,Сварочная проволока,Импорт 1С
X27903141,Вилка эл. каб. IEK 32А 2P+PE 220В ССИ-023 PSR01-032-3 33963,695746,Розетки,Импорт 1С
X27903127,Розетка кабельная IEK 16А 3P+E 380В 214,695747,Розетки,Импорт 1С
X4289138,Угол полипропиленовый FUSITEK 45' 90 (FT02108),695748,Полипропиленовые уголки для труб,Импорт 1С
X132744,Припой  ПОС-61 д.2мм.кат.100гр.с канифолью,695749,Сварочная проволока,Импорт 1С
X132745,Припой  ПОС-61 д.3мм.кат.100гр.с канифолью,695750,Сварочная проволока,Импорт 1С
X13171518,Полотно для прецизионного стусла MATRIX 228555 (550 мм),695751,Пилки,Импорт 1С
X6991453047825,"Гофрированный воздуховод ЭРА 13ВА, 130 мм",695752,Гофрированные (гибкие) воздуховоды,Импорт 1С
X699145370,Отвод  90 d= 125,695753,Отводы вентиляционные,Импорт 1С
X6991454321622,"Решетка вентиляционная Эра 3030МЦ, 300x300 мм",695754,Решетки вентиляционные,Импорт 1С
X69914543334,"Решетка вентиляционная Vents МВМ, 250x250 мм",695755,Решетки вентиляционные,Импорт 1С
X699145441935826,"Колено пластиковое для воздуховодов ЭРА 620КРП, 60x204 мм",695756,Колена пластиковые для воздуховодов,Импорт 1С
X16913840242,"Кран ALTSTREAM 650 поливочный с латунным штуцером 1/2"" 014090101",695757,Арматура запорная и регулирующая,Импорт 1С
X16913840212,"Кран шаровой ITAP п/пр муфтовый В-В 1/2""(ручка) 090",695758,Арматура запорная и регулирующая,Импорт 1С
X1699888,Кран шаровой ITAP 1/2х1/2 для стир. машин 391,695759,Арматура запорная и регулирующая,Импорт 1С
X16913840262,Кран шаровой ГАЛЛОП DN-20 СТАНДАРТ 220 В*В 0103182,695760,Арматура запорная и регулирующая,Импорт 1С
X16913840264,Кран шаровой ГАЛЛОП DN-20 СТАНДАРТ 230 бабочка В*В 0103187,695761,Арматура запорная и регулирующая,Импорт 1С
X169254686,"Муфта ALTSTREAM переходная 1""*1 1/4""(в уп.15 шт) 003020207",695762,Муфты и переходники,Импорт 1С
X1691385645,"Ниппель ALTSTREAM перех. 1 1/2""х1 1/4"" 003060210",695763,Бочонки латунные,Импорт 1С
X1691386148,"Переходник-футорка латунная ALTSTREAM 1""*1 1/2"" ВР/НР(уп.60 шт)",695764,Футорки латунные,Импорт 1С
X1691386149,"Переходник-футорка латунная ALTSTREAM 1/2""*1 1/4"" ВР/НР",695765,Футорки латунные,Импорт 1С
X16970125,Прокладка уполтнительная овал ABS 50-80 66110,695766,Прокладки и уплотнения,Импорт 1С
X1691450210,Мыльница FRAP F1502-1,695767,Для мебели и ванных комнат,Импорт 1С
Х130587,"Сменные лезвия для канцелярских ножей MATRIX 793325, 25мм, 10шт, толщина 0.6 мм",695768,Лезвия для канцелярского ножа,Импорт 1С
X27903126,Розетка кабельная IEK 16А 2P+E 220В 213,695769,Розетки,Импорт 1С
77777X2791020,"Колодка  ""Эксперт"" 4 гнезда 16А с/з ЭКФ",695770,Удлинители,Импорт 1С
720342,Сварочная проволока омедненная Askaynak СВ08Г2с 0.8мм(5кг),695771,Сварочная проволока,Импорт 1С
X4289143,Муфта FUSITEK пер. 110Х90 (FT02428),695772,Полипропиленовые муфты и переходники,Импорт 1С
X27903139,Вилка IEK каб. 16А 3Р+PЕ+N 380В 015,695773,Розетки,Импорт 1С
X1691310240,Тройник обжимной ALTSTREAM 16*16*16 м/п (уп.25шт) 002040101,695774,Тройники обжимные для трубопроводов,Импорт 1С
X16998117,"Кран шаровой ITAP Н-В 1/2"" MINI 126",695775,Арматура запорная и регулирующая,Импорт 1С
